4.316847	
4.588361	4.351757	4.142662	3.840244	4.049270	
4.358208	4.272849	4.111285	3.801385	3.956054	
4.193827	4.220880	4.112535	3.750693	3.798313	
4.067867	4.153120	4.083687	3.704993	3.612449	
4.057463	4.092874	4.055572	3.650329	3.348029	
3.051908	2.894882	2.554163	2.366961	2.216787	
3.010502	2.804547	2.552279	2.256200	2.123689	
2.878311	2.754310	2.415172	2.144319	2.079390	
2.799143	2.682788	2.379721	2.084867	1.990743	
2.893501	2.727798	2.428783	2.132382	2.009572	
2.885384	2.734213	2.403528	2.179729	2.040068	
2.778368	2.652057	2.301949	2.110945	1.926725	
2.815446	2.659650	2.361522	2.063411	1.971529	
2.905502	2.776202	2.507740	2.240281	2.090622	
2.815648	2.666930	2.380201	2.128368	1.990759	
2.816719	2.667633	2.395718	2.147436	2.029423	
2.829853	2.686764	2.394105	2.085902	2.043350	
1.530011	0.979617	0.834480	0.229902	0.029564	
1.497346	0.979472	0.863225	0.185689	-0.003156	
1.497061	0.958444	0.791664	0.138185	-0.051010	
1.540016	1.009802	0.818727	0.200290	0.020094	
1.495226	0.987631	0.803669	0.189583	-0.013230	
1.617070	1.039164	0.846173	0.283295	0.073756	
1.711775	
1.784467	1.737219	1.654924	1.546124	1.636554	
1.727399	1.703160	1.652568	1.537277	1.597554	
1.628650	1.660837	1.629304	1.515914	1.533817	
1.585627	1.629443	1.624788	1.495564	1.460355	
1.582273	1.603370	1.614120	1.477181	1.368059	
0.732560	0.722152	0.577645	0.529272	0.487598	
0.722298	0.689502	0.612723	0.523125	0.486881	
0.797735	0.770052	0.657739	0.581562	0.550715	
0.819707	0.789877	0.674687	0.593823	0.562472	
0.847430	0.815312	0.706859	0.612940	0.582840	
0.785140	0.767658	0.670981	0.577860	0.520724	
0.852182	0.827172	0.709004	0.626148	0.594140	
0.896730	0.833180	0.713129	0.629996	0.585564	
0.831242	0.749846	0.660803	0.568026	0.549498	
0.830867	0.794337	0.661870	0.567061	0.551873	
0.827353	0.789511	0.703166	0.601367	0.565450	
0.813944	0.792505	0.669070	0.610720	0.573522	
1.028220	0.862581	0.815726	0.633511	0.586664	
1.007930	0.834972	0.807383	0.625503	0.569340	
1.031387	0.881052	0.834472	0.637291	0.602218	
1.013759	0.829655	0.812973	0.634050	0.582890	
1.007283	0.870883	0.828764	0.662748	0.601671	
1.042004	0.864284	0.816025	0.622820	0.587430	
3.868198	
4.065810	3.863114	3.686426	3.374854	3.564255	
3.855421	3.798560	3.662678	3.374138	3.499428	
3.724145	3.746325	3.654066	3.325928	3.349980	
3.609195	3.670932	3.636751	3.281040	3.167719	
3.612212	3.627230	3.595377	3.231015	2.929830	
2.524633	2.420456	2.159543	1.914791	1.749611	
2.514871	2.420557	2.183874	1.964185	1.845500	
2.534763	2.383264	2.145218	1.889382	1.790437	
2.451967	2.335736	2.114004	1.843043	1.745771	
2.578130	2.430815	2.125008	1.975240	1.850719	
2.471928	2.341572	2.120173	1.853970	1.772817	
2.531385	2.350817	2.085883	1.879015	1.759922	
2.617633	2.489313	2.199436	1.990595	1.832421	
2.708781	2.518808	2.227260	2.002084	1.946088	
2.589916	2.452067	2.190292	1.931565	1.815763	
2.499253	2.332767	2.019078	1.805445	1.746748	
2.515415	2.423790	2.124297	1.913050	1.813898	
1.318312	0.831809	0.723389	0.182961	0.045171	
1.327653	0.895739	0.775744	0.247982	0.063171	
1.373233	0.887747	0.765865	0.283452	0.086891	
1.311427	0.884068	0.760577	0.224706	0.051120	
1.357955	0.853869	0.768009	0.234215	0.041978	
1.332253	0.834697	0.717330	0.184409	-0.008246	
2.200242	
2.343502	2.223445	2.101204	1.956571	2.062947	
2.215847	2.187763	2.095226	1.937960	2.015917	
2.139932	2.150770	2.092833	1.911756	1.926464	
2.085512	2.115118	2.079594	1.884850	1.825745	
2.067916	2.092289	2.066331	1.861903	1.697176	
1.630081	1.540011	1.366057	1.230781	1.130550	
1.643366	1.526283	1.279357	1.224103	1.131393	
1.624686	1.552594	1.339761	1.202580	1.103524	
1.609603	1.555463	1.337349	1.169992	1.114762	
1.549597	1.458235	1.287570	1.130467	1.098634	
1.573738	1.527737	1.304154	1.137955	1.095500	
1.596675	1.522731	1.379596	1.132684	1.104155	
1.556838	1.436828	1.276076	1.140674	1.081819	
1.427773	1.332650	1.196898	1.055531	0.950658	
1.517175	1.423249	1.243293	1.115075	1.051974	
1.618680	1.503417	1.369620	1.211939	1.119525	
1.526453	1.440381	1.256850	1.149296	1.079934	
0.700231	0.403698	0.329062	-0.019907	-0.157005	
0.659716	0.351058	0.276563	-0.049029	-0.158110	
0.656306	0.345700	0.291800	-0.042824	-0.154111	
0.650015	0.388455	0.309383	-0.053174	-0.127664	
0.658757	0.370167	0.323708	-0.012089	-0.126053	
0.726582	0.408405	0.339950	-0.029263	-0.126341	
1.627647	
1.705640	1.646916	1.549874	1.405426	1.486555	
1.638792	1.615255	1.536993	1.400453	1.444545	
1.575532	1.575078	1.536796	1.378251	1.382335	
1.517303	1.559837	1.525966	1.359073	1.311801	
1.517779	1.537268	1.510705	1.337995	1.198681	
1.352562	1.303171	1.180906	1.071364	0.978343	
1.195161	1.137928	1.022556	0.929178	0.866724	
1.227121	1.183978	1.058544	0.937398	0.911635	
1.254121	1.167641	1.057526	0.968782	0.895469	
1.187164	1.154328	1.026128	0.937605	0.872573	
1.205870	1.125435	0.998694	0.895801	0.843489	
1.192570	1.107845	1.036180	0.912675	0.872988	
1.203076	1.133843	1.045338	0.925114	0.866856	
1.172156	1.122876	1.004337	0.891133	0.856378	
1.181467	1.132721	1.026949	0.921304	0.859271	
1.181411	1.138743	0.981639	0.897978	0.862449	
1.180950	1.138670	1.002996	0.944672	0.878157	
0.410891	0.153900	0.128491	-0.126402	-0.217050	
0.414487	0.167568	0.097850	-0.144946	-0.236579	
0.388441	0.157543	0.086892	-0.130491	-0.254445	
0.331362	0.132164	0.052585	-0.171974	-0.294277	
0.373083	0.131080	0.069284	-0.173723	-0.270153	
0.348692	0.136229	0.056626	-0.202429	-0.279625	
2.140578	
2.266589	2.150597	2.036116	1.870862	1.973370	
2.158080	2.112407	2.032811	1.861156	1.938020	
2.079093	2.073976	2.021366	1.839850	1.850628	
2.016838	2.053694	2.011818	1.815548	1.750499	
2.006731	2.028667	1.997906	1.779153	1.629727	
1.559274	1.509311	1.333203	1.184762	1.075829	
1.624417	1.561638	1.351364	1.191790	1.165693	
1.501325	1.443499	1.263354	1.121902	1.017639	
1.550314	1.426841	1.298135	1.136788	1.034616	
1.485506	1.395779	1.256469	1.091524	1.023747	
1.546275	1.477482	1.288221	1.097003	1.101848	
1.502458	1.425889	1.233042	1.100722	1.024602	
1.455722	1.387406	1.216205	1.061348	1.005712	
1.493685	1.375802	1.201705	1.089622	0.986766	
1.528781	1.420509	1.284722	1.141987	1.036445	
1.503717	1.436785	1.246798	1.147108	1.049066	
1.450797	1.370139	1.209349	1.133918	1.007272	
0.684168	0.388116	0.308483	-0.031212	-0.147553	
0.637792	0.326563	0.259837	-0.085791	-0.173053	
0.639766	0.346335	0.308084	-0.031317	-0.156200	
0.680893	0.376146	0.309732	-0.008857	-0.138483	
0.640742	0.348135	0.296566	-0.069082	-0.157873	
0.679807	0.379017	0.297922	-0.018030	-0.146296	
1.517966	
1.606097	1.520444	1.447929	1.312809	1.382810	
1.538425	1.508975	1.436464	1.309882	1.356792	
1.480401	1.482805	1.428486	1.282079	1.284831	
1.413117	1.451567	1.419632	1.271893	1.215511	
1.431447	1.434076	1.412247	1.249166	1.113858	
