4.316847	
4.456187	4.326274	4.114020	3.994073	4.093797	
4.269834	4.195950	4.109759	3.930114	4.010015	
4.137146	4.160657	4.030211	3.870427	3.874947	
4.012895	4.091260	3.990038	3.802809	3.724537	
4.003844	4.047405	3.957612	3.718579	3.492031	
2.987269	2.802827	2.616159	2.407212	2.272819	
2.939012	2.730639	2.529337	2.343863	2.208992	
2.856186	2.629269	2.438816	2.236800	2.118243	
2.723808	2.599163	2.388196	2.165714	2.064338	
2.820286	2.629134	2.450019	2.203900	2.084610	
2.827614	2.629479	2.405456	2.250289	2.122223	
2.743458	2.560429	2.309473	2.153054	2.003049	
2.766205	2.567455	2.365683	2.130904	2.042777	
2.855906	2.661468	2.502424	2.317255	2.175812	
2.741146	2.603844	2.384769	2.212149	2.058201	
2.724682	2.624228	2.402313	2.213502	2.093082	
2.728089	2.646389	2.407461	2.157797	2.102723	
1.343982	1.040950	0.697383	0.389389	0.143800	
1.332401	0.984142	0.720910	0.357194	0.094870	
1.302768	1.016430	0.650615	0.321238	0.018101	
1.379642	1.017196	0.711925	0.395090	0.084457	
1.345365	0.992885	0.700670	0.355065	0.069229	
1.434026	1.066550	0.755997	0.438936	0.166320	
1.711775	
1.733069	1.706420	1.656944	1.603305	1.662228	
1.675467	1.684070	1.641542	1.593997	1.626406	
1.592420	1.640828	1.610171	1.547493	1.577431	
1.550537	1.610527	1.594370	1.533258	1.508365	
1.546173	1.593184	1.575232	1.492529	1.437234	
0.720773	0.644791	0.603650	0.551072	0.527268	
0.699899	0.669479	0.596136	0.554623	0.517147	
0.755672	0.750971	0.665685	0.604707	0.581823	
0.799014	0.767495	0.668552	0.617137	0.590095	
0.806436	0.781599	0.713089	0.630864	0.629395	
0.764332	0.726250	0.664482	0.605382	0.560822	
0.826210	0.769898	0.730468	0.664360	0.618164	
0.849216	0.815299	0.727055	0.661471	0.605940	
0.789570	0.719126	0.666668	0.609303	0.571190	
0.804684	0.736970	0.671753	0.608336	0.586518	
0.806173	0.750806	0.690791	0.640171	0.600887	
0.791578	0.755009	0.674193	0.624189	0.615491	
0.961168	0.873964	0.793575	0.683021	0.620181	
0.934692	0.853023	0.747740	0.690550	0.608986	
0.959349	0.889769	0.784060	0.706149	0.639248	
0.940329	0.857558	0.772637	0.676536	0.620999	
0.952298	0.868904	0.793859	0.711250	0.647525	
0.973592	0.864929	0.770670	0.695383	0.629362	
3.868198	
3.954880	3.829694	3.649345	3.522829	3.606432	
3.767002	3.755718	3.631040	3.492803	3.556858	
3.667223	3.695544	3.583811	3.417483	3.436767	
3.554229	3.627777	3.542264	3.367476	3.268571	
3.548310	3.596715	3.507081	3.281259	3.074591	
2.454468	2.370434	2.162508	1.975008	1.809467	
2.469077	2.365589	2.181355	2.026155	1.895258	
2.444278	2.354113	2.132915	1.971737	1.850469	
2.387866	2.270548	2.123000	1.896342	1.822385	
2.526394	2.354591	2.145200	1.998179	1.931300	
2.404137	2.298026	2.098272	1.930700	1.819527	
2.455365	2.305030	2.111280	1.909103	1.824171	
2.544000	2.410663	2.236559	2.005292	1.936108	
2.630557	2.450047	2.226927	2.078330	2.003764	
2.513719	2.400097	2.201672	1.995001	1.874452	
2.411494	2.262031	2.046920	1.876030	1.797910	
2.475161	2.318017	2.140828	1.997515	1.862560	
1.186467	0.866071	0.617994	0.318638	0.129554	
1.169032	0.936203	0.653082	0.388863	0.131584	
1.235059	0.931130	0.643571	0.389655	0.187530	
1.179135	0.892307	0.636353	0.387713	0.122743	
1.200153	0.921493	0.645553	0.376136	0.124670	
1.185466	0.870393	0.627094	0.301546	0.084343	
2.200242	
2.275797	2.201508	2.094286	2.039099	2.085373	
2.167997	2.147392	2.083812	2.018177	2.041171	
2.100562	2.122545	2.053929	1.966120	1.976657	
2.055228	2.083259	2.031819	1.930035	1.889351	
2.028073	2.068742	2.019420	1.906070	1.769058	
1.601792	1.476264	1.364246	1.265586	1.188406	
1.594887	1.486177	1.313434	1.235845	1.174925	
